Gene_set,Term,Term_Name,Overlap,term_size,query_size,P-value,Adjusted P-value,Genes,significant,description,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0060322,head development,6,800,10,1.3896432109376682e-05,8.254480672969749e-05,2902;2903;2904;2905;2906;54768,True,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",19241,0.6,0.0075,query_1,['GO:0048856']
GO:BP,GO:0006816,calcium ion transport,5,430,10,1.8291937363154925e-05,0.00010652363523249045,2902;2903;2904;2905;2906,True,"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",19241,0.5,0.011627906976744186,query_1,['GO:0030001']
GO:BP,GO:0034762,regulation of transmembrane transport,5,440,10,1.9900605648293638e-05,0.00011366307456813866,2902;2903;2904;2905;2906,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other."" [GOC:mah]",19241,0.5,0.011363636363636364,query_1,"['GO:0050794', 'GO:0051049', 'GO:0055085']"
GO:BP,GO:0043269,regulation of monoatomic ion transport,5,449,10,2.1376576851541177e-05,0.00011978949669637227,2902;2903;2904;2905;2906,True,"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",19241,0.5,0.011135857461024499,query_1,"['GO:0006811', 'GO:0051049']"
GO:BP,GO:0009967,positive regulation of signal transduction,7,1573,10,3.1141410920459476e-05,0.0001712777600625271,2902;2903;2904;2905;2906;5499;5518,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",19241,0.7,0.004450095359186269,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']"
GO:BP,GO:0034220,monoatomic ion transmembrane transport,6,1035,10,5.441036275522513e-05,0.0002910684909935095,2899;2902;2903;2904;2905;2906,True,"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",19241,0.6,0.005797101449275362,query_1,"['GO:0006811', 'GO:0055085']"
GO:BP,GO:0044057,regulation of system process,5,553,10,5.488160099540919e-05,0.0002910684909935095,2902;2903;2904;2905;2906,True,"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]",19241,0.5,0.009041591320072333,query_1,"['GO:0003008', 'GO:0051239']"
GO:BP,GO:0007417,central nervous system development,6,1055,10,5.778023859521908e-05,0.00030106545373298363,2902;2903;2904;2905;2906;54768,True,"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]",19241,0.6,0.005687203791469194,query_1,"['GO:0007399', 'GO:0048731']"
GO:BP,GO:0023056,positive regulation of signaling,7,1774,10,6.189686424657606e-05,0.0003115825200208998,2902;2903;2904;2905;2906;5499;5518,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",19241,0.7,0.003945885005636978,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']"
GO:BP,GO:0010647,positive regulation of cell communication,7,1773,10,6.189686424657606e-05,0.0003115825200208998,2902;2903;2904;2905;2906;5499;5518,True,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",19241,0.7,0.003948110547095319,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048522']"
GO:BP,GO:0007166,cell surface receptor signaling pathway,8,2740,10,6.65800751134214e-05,0.00032957137181143593,2899;2902;2903;2904;2905;2906;5499;5518,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",19241,0.8,0.00291970802919708,query_1,['GO:0007165']
GO:BP,GO:0141124,intracellular signaling cassette,7,1901,10,9.415066898352512e-05,0.00045840571619847477,2902;2903;2904;2905;2906;5501;5518,True,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",19241,0.7,0.003682272488164124,query_1,['GO:0035556']
GO:BP,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,2,10,10,0.00012055990590906462,0.0005775208395966483,5499;5518,True,"""Any process that activates or increases the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand."" [GOC:mtg_apoptosis]",19241,0.2,0.2,query_1,"['GO:0097192', 'GO:2001238', 'GO:2001239']"
GO:BP,GO:0006811,monoatomic ion transport,6,1266,10,0.00014455812389199454,0.0006814882983479743,2899;2902;2903;2904;2905;2906,True,"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",19241,0.6,0.004739336492890996,query_1,['GO:0006810']
GO:BP,GO:0009416,response to light stimulus,4,322,10,0.0001578917937762427,0.0007327166054928762,2902;2903;5499;5501,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",19241,0.4,0.012422360248447204,query_1,['GO:0009314']
GO:BP,GO:0007267,cell-cell signaling,6,1323,10,0.00017859767404312558,0.0008160539875508969,2899;2902;2903;2904;2905;2906,True,"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]",19241,0.6,0.0045351473922902496,query_1,"['GO:0007154', 'GO:0023052']"
GO:BP,GO:0051290,protein heterotetramerization,2,16,10,0.0002947579835368066,0.0012687408856584285,2902;2904,True,"""The formation of a protein heterotetramer, a macromolecular structure consisting of four noncovalently associated subunits, of which not all are identical."" [GOC:go_curators]",19241,0.2,0.125,query_1,"['GO:0051262', 'GO:0051291']"
GO:BP,GO:0048584,positive regulation of response to stimulus,7,2309,10,0.00030451713862176784,0.0012920227167237863,2902;2903;2904;2905;2906;5499;5518,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",19241,0.7,0.0030316154179298397,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0023051,regulation of signaling,8,3445,10,0.0003189415136490333,0.0012976113637501766,2899;2902;2903;2904;2905;2906;5499;5518,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",19241,0.8,0.0023222060957910013,query_1,"['GO:0023052', 'GO:0050789']"
GO:BP,GO:0098662,inorganic cation transmembrane transport,5,843,10,0.0003189415136490333,0.0012976113637501766,2902;2903;2904;2905;2906,True,"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]",19241,0.5,0.005931198102016607,query_1,['GO:0098660']
GO:BP,GO:0010646,regulation of cell communication,8,3453,10,0.0003189415136490333,0.0012976113637501766,2899;2902;2903;2904;2905;2906;5499;5518,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",19241,0.8,0.0023168259484506225,query_1,"['GO:0007154', 'GO:0050794']"
GO:BP,GO:0045471,response to ethanol,3,131,10,0.00032895629280160136,0.0013202705265145352,2902;2903;2904,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus."" [GOC:go_curators]",19241,0.3,0.022900763358778626,query_1,['GO:0097305']
GO:BP,GO:0098655,monoatomic cation transmembrane transport,5,865,10,0.00034218864080072205,0.0013550670175708592,2902;2903;2904;2905;2906,True,"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]",19241,0.5,0.005780346820809248,query_1,"['GO:0006812', 'GO:0034220']"
GO:BP,GO:0030001,metal ion transport,5,874,10,0.0003532589730615285,0.0013804988815693943,2902;2903;2904;2905;2906,True,"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",19241,0.5,0.005720823798627002,query_1,['GO:0006812']
GO:BP,GO:0055085,transmembrane transport,6,1549,10,0.00037180108658562463,0.0014340899054016952,2899;2902;2903;2904;2905;2906,True,"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]",19241,0.6,0.003873466752743706,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0009314,response to radiation,4,435,10,0.000416178954096705,0.0015846814021374534,2902;2903;5499;5501,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",19241,0.4,0.009195402298850575,query_1,['GO:0009628']
GO:BP,GO:0051049,regulation of transport,6,1599,10,0.00043063293514928637,0.001618961794168836,2902;2903;2904;2905;2906;5501,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",19241,0.6,0.00375234521575985,query_1,"['GO:0006810', 'GO:0032879']"
GO:BP,GO:0098660,inorganic ion transmembrane transport,5,933,10,0.0004513868684822263,0.0016757737492402653,2902;2903;2904;2905;2906,True,"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]",19241,0.5,0.0053590568060021436,query_1,['GO:0055085']
GO:BP,GO:0007399,nervous system development,7,2589,10,0.0005333957846139867,0.0019172489150614375,2902;2903;2904;2905;2906;54768;5501,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",19241,0.7,0.0027037466203167246,query_1,['GO:0048731']
GO:BP,GO:0043153,entrainment of circadian clock by photoperiod,2,24,10,0.0005346067714171852,0.0019172489150614375,5499;5501,True,"""The synchronization of a circadian rhythm to photoperiod, the intermittent cycle of light (day) and dark (night)."" [GOC:jl]",19241,0.2,0.08333333333333333,query_1,"['GO:0009648', 'GO:0009649']"
GO:BP,GO:0009648,photoperiodism,2,27,10,0.0006580864386968385,0.002246570945896104,5499;5501,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a period of light or dark of a given length, measured relative to a particular duration known as the 'critical day length'. The critical day length varies between species."" [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]",19241,0.2,0.07407407407407407,query_1,['GO:0009416']
GO:BP,GO:0050905,neuromuscular process,3,175,10,0.0006580864386968385,0.002246570945896104,2903;2905;2906,True,"""Any process pertaining to the functions of the nervous and muscular systems of an organism."" [GOC:ai]",19241,0.3,0.017142857142857144,query_1,['GO:0050877']
GO:BP,GO:0006812,monoatomic cation transport,5,1056,10,0.0007423125566776045,0.0024771553857668373,2902;2903;2904;2905;2906,True,"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]",19241,0.5,0.004734848484848485,query_1,['GO:0006811']
GO:BP,GO:0009649,entrainment of circadian clock,2,29,10,0.0007423125566776045,0.0024771553857668373,5499;5501,True,"""The synchronization of a circadian rhythm to environmental time cues such as light."" [GOC:jid]",19241,0.2,0.06896551724137931,query_1,"['GO:0009605', 'GO:0042752']"
GO:BP,GO:0001964,startle response,2,30,10,0.0007669638150093929,0.0025031676160196673,2903;2906,True,"""An action or movement due to the application of a sudden unexpected stimulus."" [GOC:dph]",19241,0.2,0.06666666666666667,query_1,"['GO:0009605', 'GO:0050905']"
GO:BP,GO:0051291,protein heterooligomerization,2,30,10,0.0007669638150093929,0.0025031676160196673,2902;2904,True,"""The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers that are not all identical. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."" [GOC:ai]",19241,0.2,0.06666666666666667,query_1,['GO:0051259']
GO:BP,GO:0048731,system development,8,4032,10,0.0007947483613988751,0.0025656550362550645,2902;2903;2904;2905;2906;54768;5499;5501,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",19241,0.8,0.001984126984126984,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0035556,intracellular signal transduction,7,2946,10,0.0010872785361986086,0.003435337502670072,2902;2903;2904;2905;2906;5501;5518,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",19241,0.7,0.0023761031907671417,query_1,['GO:0007165']
GO:BP,GO:0007165,signal transduction,9,5868,10,0.0011546064834165334,0.003609664479733794,2899;2902;2903;2904;2905;2906;5499;5501;5518,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",19241,0.9,0.0015337423312883436,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:BP,GO:0009966,regulation of signal transduction,7,3018,10,0.0012378805231142338,0.0037902114986074994,2902;2903;2904;2905;2906;5499;5518,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",19241,0.7,0.0023194168323392977,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']"
